slug,titulo,autor,anio,lat,lng,ubicacion,barrio
monumento-a-la-madre-rosario,Monumento a la Madre (Rosedal),Jose Gerbino,1967,-32.9587,-60.66,Rosedal del Parque de la Independencia,Parque Independencia
